learner,frac,qini
T-learner,0.05902560899437851,21.200000000000003
T-learner,0.06230480949406621,21.196969696969695
T-learner,0.0655840099937539,22.0
T-learner,0.0688632104934416,23.0
T-learner,0.07214241099312929,21.26781857451404
T-learner,0.075421611492817,22.595092024539873
T-learner,0.07870081199250469,24.26534653465346
T-learner,0.08198001249219238,25.0
T-learner,0.08525921299188008,25.586956521739125
T-learner,0.08853841349156777,24.14260869565217
T-learner,0.09181761399125546,28.094594594594597
T-learner,0.09509681449094316,27.54337152209493
T-learner,0.09837601499063085,28.458598726114644
T-learner,0.10165521549031856,30.185185185185176
T-learner,0.10493441599000625,36.053254437869825
T-learner,0.10821361648969394,40.82000000000001
T-learner,0.11149281698938164,41.53333333333333
T-learner,0.11477201748906933,40.764227642276424
T-learner,0.11805121798875702,44.21176470588236
T-learner,0.12133041848844472,42.46505717916138
T-learner,0.12460961898813241,44.756521739130434
T-learner,0.1278888194878201,44.26086956521739
T-learner,0.1311680199875078,45.74030552291421
T-learner,0.1344472204871955,43.02405498281787
T-learner,0.1377264209868832,46.734602463605825
T-learner,0.1410056214865709,48.21052631578948
T-learner,0.14428482198625858,50.45806451612904
T-learner,0.14756402248594627,48.24528301886792
T-learner,0.150843222985634,51.97125256673512
T-learner,0.15412242348532168,57.168674698795186
T-learner,0.15740162398500937,56.48316831683168
T-learner,0.16068082448469706,58.0
T-learner,0.16396002498438475,57.72185430463577
T-learner,0.16723922548407247,57.46068455134136
T-learner,0.17051842598376016,55.77243880326384
T-learner,0.17379762648344785,54.32504440497337
T-learner,0.17707682698313554,59.314960629921245
T-learner,0.18035602748282323,55.30172413793102
T-learner,0.18363522798251092,57.354430379746844
T-learner,0.18691442848219864,58.04579517069109
T-learner,0.19019362898188633,62.29190515126737
T-learner,0.19347282948157402,65.30769230769229
T-learner,0.1967520299812617,70.27272727272725
T-learner,0.2000312304809494,72.5011655011655
T-learner,0.2033104309806371,72.2501918649271
T-learner,0.2065896314803248,70.49735049205145
T-learner,0.2098688319800125,73.24981412639406
T-learner,0.21314803247970018,77.49158741770302
T-learner,0.21642723297938787,79.0
T-learner,0.2197064334790756,81.50747330960854
T-learner,0.22298563397876328,82.53164556962028
T-learner,0.22626483447845097,85.84958217270196
T-learner,0.22954403497813866,85.31596984235776
T-learner,0.23282323547782635,88.35405405405407
T-learner,0.23610243597751404,89.54980079681275
T-learner,0.23938163647720176,90.58371634931058
